x_corr,y_corr,town,county,state,county number
4232.6251,7591.5129, Herlong , Lassen , CA,18
4120.6781,7572.6228, Herlong Junction , Lassen , CA,18
3843.1653,7744.5632, Janesville , Lassen , CA,18
3074.5255,8292.8849, Jellico , Lassen , CA,18
3779.8287,7832.3395, Johnstonville , Lassen , CA,18
4051.7809,7998.4537, Karlo , Lassen , CA,18
3394.5389,7870.3888, Lasco , Lassen , CA,18
3994.8394,7619.2879, Milford , Lassen , CA,18
3877.0496,8349.5627, Moran , Lassen , CA,18
3361.7595,7934.2776, Norvell , Lassen , CA,18
4267.3522,7239.8488, Reno Junction , Lassen , CA,18
3362.3164,7818.1657, Robbers Creek , Lassen , CA,18
3889.271,8558.7282, Sage Hen , Lassen , CA,18
4274.8519,7294.2929, Scotts , Lassen , CA,18
3493.4238,8572.0572, Scotty Place , Lassen , CA,18
3542.8725,8303.4473, Sheepshead , Lassen , CA,18
3876.2172,8144.8408, Shumway , Lassen , CA,18
3882.3336,7733.7305, Buntingville , Lassen , CA,18
3595.3757,8100.9481, Spalding Tract , Lassen , CA,18
4345.9598,7677.9029, Stacy , Lassen , CA,18
3945.1125,7813.1755, Standish , Lassen , CA,18
3907.0508,8313.7295, Termo , Lassen , CA,18
3893.164,7934.2855, The Crossing , Lassen , CA,18
4087.0615,7878.1769, Viewland , Lassen , CA,18
4133.7309,7796.2333, Wendel , Lassen , CA,18
3361.4839,7753.9986, Westwood , Lassen , CA,18
3420.6507,7879.8337, Westwood Junction , Lassen , CA,18
3643.9875,8160.3933, Stones Landing , Lassen , CA,18
3462.3196,7794.5562, Coppervale , Lassen , CA,18
4212.3468,7589.0127, Patton Village , Lassen , CA,18
4329.2397,7397.8837, Constantia , Lassen , CA,18
6103.3166,1260.794, Avalon Village , Los Angeles , CA,19
6249.1524,1430.2343, Bandini , Los Angeles , CA,19
6190.5417,1283.5708, Bixby Knolls , Los Angeles , CA,19
5769.1346,1649.1143, Canoga Park , Los Angeles , CA,19
5987.4808,1275.5141, Clifton , Los Angeles , CA,19
5976.9217,1476.3431, Culver Junction , Los Angeles , CA,19
6302.4899,1306.3471, Cerritos , Los Angeles , CA,19
6153.3146,1586.8955, Eagle Rock , Los Angeles , CA,19
6349.156,1411.3448, East Whittier , Los Angeles , CA,19
6363.6011,1401.6226, Friendly Hills , Los Angeles , CA,19
6128.0363,1557.4524, Glassell Park , Los Angeles , CA,19
6387.212,1464.6768, Hillgrove , Los Angeles , CA,19
6079.144,2066.3197, Leona Valley , Los Angeles , CA,19
6296.6542,1416.3452, Los Nietos , Los Angeles , CA,19
5936.3655,1452.7322, Mar Vista , Los Angeles , CA,19
6041.0941,1200.2385, Miraleste , Los Angeles , CA,19
6040.8132,1407.7348, Morningside Park , Los Angeles , CA,19
5830.5245,1676.3357, Northridge , Los Angeles , CA,19
5883.5864,1450.2314, Ocean Park , Los Angeles , CA,19
6482.4935,1435.5112, Otterbein , Los Angeles , CA,19
5921.6439,1396.8998, Playa del Rey , Los Angeles , CA,19
6397.4865,2211.8707, Redman , Los Angeles , CA,19
6361.6523,2167.4278, Roosevelt , Los Angeles , CA,19
5995.2555,1474.399, Sentous , Los Angeles , CA,19
5918.0288,1599.116, Sherman Oaks , Los Angeles , CA,19
5914.9717,1864.3838, Solemint , Los Angeles , CA,19
6056.9264,1294.6816, Southwest Village , Los Angeles , CA,19
6064.977,1714.9453, Sunland , Los Angeles , CA,19
6011.9192,1958.5465, The Oaks , Los Angeles , CA,19
5787.7498,1488.0072, Topanga Beach , Los Angeles , CA,19
6078.8665,1700.2237, Tujunga , Los Angeles , CA,19
6203.5958,1401.6242, Vinvale , Los Angeles , CA,19
6016.0928,1253.015, Walteria , Los Angeles , CA,19
6093.8681,1596.3395, West Glendale , Los Angeles , CA,19
5966.6448,1407.7336, Westchester , Los Angeles , CA,19
6067.182,1438.9807, Wildasin , Los Angeles , CA,19
6541.6576,2115.7648, Wilsona Gardens , Los Angeles , CA,19
6199.1516,1377.7357, Workman , Los Angeles , CA,19
6531.6586,1883.2738, Big Rock Springs , Los Angeles , CA,19
5942.4736,2182.7035, Fairmont , Los Angeles , CA,19
6062.4766,2034.9321, Lincoln Crest , Los Angeles , CA,19
5610.2428,1591.3375, Malibu Junction , Los Angeles , CA,19
6219.1484,2222.4249, Oban , Los Angeles , CA,19
6186.3691,1919.937, Paris , Los Angeles , CA,19
6141.9233,1886.6049, Ravenna , Los Angeles , CA,19
6052.4759,1887.716, Russ , Los Angeles , CA,19
6235.5377,2121.0403, Sunrise , Los Angeles , CA,19
6384.9883,1791.3315, Three Points , Los Angeles , CA,19
6132.4842,1256.3496, Watson , Los Angeles , CA,19
5903.8641,1478.5643, Sawtelle , Los Angeles , CA,19
5868.0311,888.0256, Two Harbors , Los Angeles , CA,19
5990.2525,2096.5961, Andrade Corner , Los Angeles , CA,19
5980.2597,1192.46, Rancho Palos Verdes , Los Angeles , CA,19
5680.2461,1528.8388, Monte Nido , Los Angeles , CA,19
5738.0248,1555.5053, Topanga Park , Los Angeles , CA,19
6077.7558,2202.4251, Antelope Acres , Los Angeles , CA,19
6398.0425,2027.9893, Antelope Center , Los Angeles , CA,19
6677.2198,1826.8876, Big Pines , Los Angeles , CA,19
5744.4114,1936.8809, Castaic , Los Angeles , CA,19
5568.8508,2170.2036, Caswell , Los Angeles , CA,19
6078.5888,2137.7056, Del Sur , Los Angeles , CA,19
5514.6814,2244.0889, Gorman , Los Angeles , CA,19
5844.1355,1712.7234, Granada Hills , Los Angeles , CA,19
5953.3068,2069.6529, Green Valley , Los Angeles , CA,19
6257.7603,1992.99, Harold , Los Angeles , CA,19
6431.9332,1892.1616, Juniper Hills , Los Angeles , CA,19
5657.7429,2189.0916, Sandberg , Los Angeles , CA,19
5915.2497,1955.4912, Las Cantilles , Los Angeles , CA,19
6236.0951,1637.7262, Altadena , Los Angeles , CA,19
6331.9321,1587.7279, Arcadia , Los Angeles , CA,19
6459.7143,1581.6173, Azusa , Los Angeles , CA,19
6406.3792,1533.2855, Baldwin Park , Los Angeles , CA,19
6250.2653,1329.6806, Bellflower , Los Angeles , CA,19
5966.9207,1521.6191, Beverly Hills , Los Angeles , CA,19
6647.4985,1544.6751, Claremont , Los Angeles , CA,19
6147.2058,1343.8479, Compton , Los Angeles , CA,19
6476.9373,1538.0078, Covina , Los Angeles , CA,19
6234.7082,1388.013, Downey , Los Angeles , CA,19
6294.4346,1279.4032, Hawaiian Gardens , Los Angeles , CA,19
6014.7022,1364.4019, Hawthorne , Los Angeles , CA,19
5967.7576,1310.2354, Hermosa Beach , Los Angeles , CA,19
6431.9357,1554.9514, Irwindale , Los Angeles , CA,19
6355.2684,1365.2344, La Mirada , Los Angeles , CA,19
6230.5377,2146.0393, Lancaster , Los Angeles , CA,19
6014.7026,1335.2357, Lawndale , Los Angeles , CA,19
6014.7018,1386.0682, Lennox , Los Angeles , CA,19
6178.0422,1214.961, Long Beach , Los Angeles , CA,19
6250.8157,2027.433, Palmdale , Los Angeles , CA,19
5977.2033,1248.5701, Palos Verdes Estates , Los Angeles , CA,19
6270.542,1431.0675, Pico Rivera , Los Angeles , CA,19
5978.8692,1297.1803, Redondo Beach , Los Angeles , CA,19
6560.5513,1554.6743, San Dimas , Los Angeles , CA,19
5928.3051,1729.9448, San Fernando , Los Angeles , CA,19
6260.8185,1569.3957, San Marino , Los Angeles , CA,19
5876.0858,1467.453, Santa Monica , Los Angeles , CA,19
6155.2609,1402.7357, South Gate , Los Angeles , CA,19
6276.9305,1510.509, South San Gabriel , Los Angeles , CA,19
6026.6482,1283.8479, Torrance , Los Angeles , CA,19
6501.9384,1468.2881, Walnut , Los Angeles , CA,19
6428.3244,1516.6195, West Covina , Los Angeles , CA,19
6334.433,1427.178, Whittier , Los Angeles , CA,19
5768.5794,2183.8142, Three Points , Los Angeles , CA,19
6304.9871,1454.3999, Bartolo , Los Angeles , CA,19
6261.9992,1457.4431, Montebello , Los Angeles , CA,19
6294.431,1528.5638, Rosemead , Los Angeles , CA,19
6261.4437,1544.1098, San Gabriel , Los Angeles , CA,19
6238.5943,1769.1098, Singing Springs , Los Angeles , CA,19
6320.5431,1499.9535, South El Monte , Los Angeles , CA,19
6309.4314,1555.2292, Temple City , Los Angeles , CA,19
6125.2569,1743.5553, Wildwood , Los Angeles , CA,19
6126.0915,1581.618, Adams Square , Los Angeles , CA,19
6041.6422,1944.3804, Agua Dulce , Los Angeles , CA,19
6240.2624,1543.2857, Alhambra , Los Angeles , CA,19
6284.1558,1313.8471, Artesia , Los Angeles , CA,19
6110.8133,1564.3966, Atwater , Los Angeles , CA,19
6039.4264,790.8052, Avalon , Los Angeles , CA,19
6370.5447,1497.731, Bassett , Los Angeles , CA,19
5918.5857,1531.3405, Bel Air , Los Angeles , CA,19
6215.8182,1413.2905, Bell Gardens , Los Angeles , CA,19
5921.6409,1555.7842, Beverly Glen , Los Angeles , CA,19
6104.9774,1970.2125, Boiling Point , Los Angeles , CA,19
5826.6357,1870.7726, Bouquet Junction , Los Angeles , CA,19
6161.9269,1481.9001, Boyle Heights , Los Angeles , CA,19
6396.3788,1594.9498, Bradbury , Los Angeles , CA,19
5669.411,1596.3375, Brents Junction , Los Angeles , CA,19
6140.5356,1688.8353, Briggs Terrace , Los Angeles , CA,19
6049.1439,1633.2821, Burbank Junction , Los Angeles , CA,19
5721.9128,1578.838, Calabasas Highlands , Los Angeles , CA,19
6321.101,1339.4019, Carmenita , Los Angeles , CA,19
6085.2605,1279.4045, Carson , Los Angeles , CA,19
6482.2136,1798.5543, Cedar Springs , Los Angeles , CA,19
6283.8748,1596.3389, Chapman , Los Angeles , CA,19
6521.3832,1551.0632, Charter Oak , Los Angeles , CA,19
5766.0778,1705.2239, Chatsworth , Los Angeles , CA,19
6184.4275,1498.0103, City Terrace , Los Angeles , CA,19
5589.4092,1562.4491, Cornell , Los Angeles , CA,19
5770.5226,1731.8895, Deer Lake Highlands , Los Angeles , CA,19
5710.799,1867.4394, Del Valle , Los Angeles , CA,19
6045.5362,1367.7356, Delta , Los Angeles , CA,19
6556.9403,1476.6213, Diamond Bar , Los Angeles , CA,19
6149.4286,1311.3485, Dominguez Junction , Los Angeles , CA,19
6202.4862,1303.8481, Douglas Junction , Los Angeles , CA,19
5950.8118,1367.1786, El Segundo , Los Angeles , CA,19
5866.0824,1607.1711, Encino , Los Angeles , CA,19
5750.7997,1732.7228, Fern Ann Falls , Los Angeles , CA,19
5938.5836,1895.2159, Forest Park , Los Angeles , CA,19
6337.2073,1990.4905, Four Points , Los Angeles , CA,19
6186.9272,1564.3963, Garvanza , Los Angeles , CA,19
5929.6947,1657.1698, Gemco , Los Angeles , CA,19
6112.202,1590.5065, Glendale , Los Angeles , CA,19
5765.8028,1572.4494, Glenview , Los Angeles , CA,19
6398.6015,1441.0664, Hacienda Heights , Los Angeles , CA,19
6166.9267,1531.62, Happy Valley , Los Angeles , CA,19
5977.1966,1647.7257, Hewitt , Los Angeles , CA,19
6589.992,2182.9847, Hi Vista , Los Angeles , CA,19
5714.9674,1608.2819, Hidden Hills , Los Angeles , CA,19
6162.4826,1460.2343, Hobart , Los Angeles , CA,19
6205.541,1362.7359, Hollydale , Los Angeles , CA,19
5932.4759,1483.8422, Home Junction , Los Angeles , CA,19
5874.9704,1869.1059, Honby , Los Angeles , CA,19
6142.2045,1429.6799, Huntington Park , Los Angeles , CA,19
6033.5867,1780.2205, Indian Springs , Los Angeles , CA,19
6014.1459,1409.6788, Inglewood , Los Angeles , CA,19
6061.0936,1259.1266, Ironsides , Los Angeles , CA,19
6095.2583,1466.3453, Jefferson , Los Angeles , CA,19
6431.6578,1576.6173, Kincaid , Los Angeles , CA,19
6179.4263,1647.1705, La Cañada Flintridge , Los Angeles , CA,19
6127.2019,1672.1695, La Crescenta , Los Angeles , CA,19
6416.6584,1408.8448, La Habra Heights , Los Angeles , CA,19
6417.7687,1468.0101, La Puente , Los Angeles , CA,19
6599.4415,1548.8413, La Verne , Los Angeles , CA,19
5988.5904,1370.2346, Lairport , Los Angeles , CA,19
5921.9172,2124.9281, Lake Hughes , Los Angeles , CA,19
5720.5216,1676.0583, Lakeside Park , Los Angeles , CA,19
6233.3207,1301.6256, Lakewood , Los Angeles , CA,19
5989.6962,1879.6609, Lang , Los Angeles , CA,19
6601.1053,1874.9413, Largo Vista , Los Angeles , CA,19
5731.3595,1485.229, Las Flores , Los Angeles , CA,19
6190.2602,1619.3939, Linda Vista , Los Angeles , CA,19
6383.5977,1969.1027, Littlerock , Los Angeles , CA,19
6052.2048,1240.2379, Lomita , Los Angeles , CA,19
6241.9333,1241.9044, Los Altos , Los Angeles , CA,19
6155.8167,1378.2917, Lynwood , Los Angeles , CA,19
5678.8582,1480.7842, Malibu Beach , Los Angeles , CA,19
5626.9119,1509.1166, Malibu Bowl , Los Angeles , CA,19
5593.0219,1495.7835, Malibu Vista , Los Angeles , CA,19
5956.3681,1332.7348, Manhattan Beach , Los Angeles , CA,19
5707.466,2014.0996, Martins , Los Angeles , CA,19
6181.928,1434.6794, Maywood , Los Angeles , CA,19
6593.3274,1860.7751, Mile High , Los Angeles , CA,19
5924.972,1877.1611, Mint Canyon , Los Angeles , CA,19
6008.0361,1321.0692, Monaco , Los Angeles , CA,19
6368.3222,1596.0608, Monrovia , Los Angeles , CA,19
6143.036,1654.3925, Montrose , Los Angeles , CA,19
6146.9259,1547.1751, Mount Washington , Los Angeles , CA,19
6301.0973,1674.3913, Mount Wilson , Los Angeles , CA,19
5988.3086,1620.2268, North Hollywood , Los Angeles , CA,19
6181.6521,1308.0149, North Long Beach , Los Angeles , CA,19
6616.9422,1538.0084, North Pomona , Los Angeles , CA,19
6285.544,1350.2354, Norwalk , Los Angeles , CA,19
6231.3731,1572.4512, Oak Knoll , Los Angeles , CA,19
6533.6033,1863.2746, Old Point Comfort , Los Angeles , CA,19
5923.5828,1772.4431, Olive View , Los Angeles , CA,19
6424.1576,1540.5075,30Avenue Junction , Los Angeles , CA,19
5840.8064,1496.063, Pacific Palisades , Los Angeles , CA,19
5940.25,1710.5012, Pacoima , Los Angeles , CA,19
5961.6436,1470.7876, Palms , Los Angeles , CA,19
5917.4718,1672.7247, Panorama City , Los Angeles , CA,19
6560.8266,1843.831, Paradise Springs , Los Angeles , CA,19
6012.1998,1513.8422, Parklabrea , Los Angeles , CA,19
6457.4889,1954.3817, Pearblossom , Los Angeles , CA,19
6326.9293,2009.1008, Pearland , Los Angeles , CA,19
5755.2447,1825.4967, Pico , Los Angeles , CA,19
6614.9977,1503.2873, Pomona , Los Angeles , CA,19
5997.76,1187.7382, Portuguese Bend , Los Angeles , CA,19
6149.1462,2093.2632, Quartz Hill , Los Angeles , CA,19
5835.2471,1887.9941, Rancho Santa Clarita , Los Angeles , CA,19
5901.9159,1662.725, Raymer , Los Angeles , CA,19
5830.8028,1649.1143, Reseda , Los Angeles , CA,19
5865.8069,1505.7851, Riviera , Los Angeles , CA,19
6013.3157,1204.9602, Rolling Hills , Los Angeles , CA,19
6009.1486,1235.793, Rolling Hills Estates , Los Angeles , CA,19
6063.5929,1312.7368, Roosevelt , Los Angeles , CA,19
6437.4916,1449.6775, Rowland , Los Angeles , CA,19
6461.9375,1424.1225, Rowland Heights , Los Angeles , CA,19
6074.9836,1183.8505, San Pedro , Los Angeles , CA,19
6281.9319,1395.2346, Santa Fe Springs , Los Angeles , CA,19
6084.4232,1609.6722, Sepulveda , Los Angeles , CA,19
5882.5548,1684.3876, North Hills , Los Angeles , CA,19
6314.4314,1609.6716,46Madre , Los Angeles , CA,19
6199.4314,1252.4601, Signal Hill , Los Angeles , CA,19
6089.1482,1375.5139, South Los Angeles , Los Angeles , CA,19
6325.5442,1408.845, South Whittier , Los Angeles , CA,19
6567.2183,1500.2316, Spadra , Los Angeles , CA,19
5996.9189,1699.1127, Stonehurst , Los Angeles , CA,19
6271.0987,1367.7352, Studebaker , Los Angeles , CA,19
5970.8084,1596.6165, Studio City , Los Angeles , CA,19
5996.9194,1665.5029, Sun Valley , Los Angeles , CA,19
5918.0271,1755.7772, Sylmar , Los Angeles , CA,19
5785.5258,1563.0053, Sylvia Park , Los Angeles , CA,19
5813.303,1621.3372, Tarzana , Los Angeles , CA,19
6124.7064,1234.6834, Thenard , Los Angeles , CA,19
6013.8655,1586.8949, Universal City , Los Angeles , CA,19
5709.688,1892.9939, Val Verde , Los Angeles , CA,19
5757.7449,1891.605, Valencia , Los Angeles , CA,19
6423.6021,1493.287, Valinda , Los Angeles , CA,19
6514.9913,1894.1066, Valyermo , Los Angeles , CA,19
6016.3649,1639.9483, Vega , Los Angeles , CA,19
5907.1983,1438.8432, Venice , Los Angeles , CA,19
6250.8155,1948.5474, Vincent , Los Angeles , CA,19
6168.5966,1266.9046, Vista del Mar , Los Angeles , CA,19
6113.3169,1247.4609, Watson Junction , Los Angeles , CA,19
6312.487,1574.1174, West Arcadia , Los Angeles , CA,19
6310.2653,1436.6225, West Whittier , Los Angeles , CA,19
5923.0308,1507.4524, Westwood Village , Los Angeles , CA,19
6060.5317,1968.2683, White Heather , Los Angeles , CA,19
6104.7059,1228.0167, Wilmington , Los Angeles , CA,19
6013.3121,1436.9005, Windsor Hills , Los Angeles , CA,19
5795.2461,1661.3362, Winnetka , Los Angeles , CA,19
5761.3573,1616.3373, Woodland Hills , Los Angeles , CA,19
5824.691,1839.6628, Santa Clarita , Los Angeles , CA,19
5561.6296,1593.8376, Westlake Village , Los Angeles , CA,19
6222.7615,1595.7836, Pasadena , Los Angeles , CA,19
6223.8703,2005.4893, Lakeview , Los Angeles , CA,19
6126.3669,1967.4349, Mission , Los Angeles , CA,19
6539.1577,2060.4892, Lake Los Angeles , Los Angeles , CA,19
5701.9105,2052.4312, Naylor Place , Los Angeles , CA,19
5806.0835,1490.5073, Castellammare , Los Angeles , CA,19
5993.0323,1538.841, Crescent , Los Angeles , CA,19
6485.8263,1586.8951, La Fetra , Los Angeles , CA,19
6420.5463,1591.6168, Las Lomas , Los Angeles , CA,19
6470.5449,1941.6045, Longview , Los Angeles , CA,19
6359.4332,1524.119, Maxson , Los Angeles , CA,19
6188.0385,1538.8418, Newton Park , Los Angeles , CA,19
5582.1877,1513.2833, Oak Hill , Los Angeles , CA,19
6171.927,1507.7322, Boston Heights , Los Angeles , CA,19
6214.9839,1527.1755, Shorb , Los Angeles , CA,19
6208.8724,1543.2859,46Vista , Los Angeles , CA,19
5894.1409,1514.3963, Westgate Heights , Los Angeles , CA,19
6155.2585,1670.225, Altacanyada , Los Angeles , CA,19
5988.5851,1743.2776, El Merrie Dell , Los Angeles , CA,19
5965.2523,1616.6157, Garnsey , Los Angeles , CA,19
5899.6928,1705.2236, Hickson , Los Angeles , CA,19
6107.7566,1682.4467, Highway Highlands , Los Angeles , CA,19
5943.0293,1622.171, Kester , Los Angeles , CA,19
5726.6326,1775.7767, La Quinta , Los Angeles , CA,19
6374.1576,1381.3452, Leffingwell , Los Angeles , CA,19
6018.5874,1619.3937, McNeil , Los Angeles , CA,19
6183.3179,1361.9029, Morton , Los Angeles , CA,19
6163.5929,1572.4515, North Highland Park , Los Angeles , CA,19
5918.0279,1648.5589, North Sherman Way , Los Angeles , CA,19
6234.1518,1435.5122, Simons , Los Angeles , CA,19
6055.8144,1348.8472, Strawberry Park , Los Angeles , CA,19
6071.3707,1327.1812, Hermosillo , Los Angeles , CA,19
6233.3201,1338.2917, Rendalia , Los Angeles , CA,19
6178.0417,1253.5715, Willowville , Los Angeles , CA,19
6156.9292,1294.4043, Del Amo , Los Angeles , CA,19
6087.2024,1479.1224, Saint James Park , Los Angeles , CA,19
5843.8581,1812.4415, Elayon , Los Angeles , CA,19
5792.7479,1579.3938, Santa Maria , Los Angeles , CA,19
5776.9148,1549.1167, Topanga Oaks , Los Angeles , CA,19
5971.9203,1553.0069, Trousdale Estates , Los Angeles , CA,19
6539.4394,1548.2855, Charter Oak Mobile Estates , Los Angeles , CA,19
6550.8288,1494.3985, Pomona Islander Mobile Home Park , Los Angeles , CA,19
6467.7704,1468.8435, Woodside Village , Los Angeles , CA,19
6006.0858,1724.3895, Lake View Terrace , Los Angeles , CA,19
6015.5307,1709.9456, Shadow Hills , Los Angeles , CA,19
6066.3682,1505.7876, Koreatown , Los Angeles , CA,19
5524.9634,1485.2284, Malibu West , Los Angeles , CA,19
5577.4662,1468.284, Paradise Cove Mobile Home Park , Los Angeles , CA,19
5552.4651,1462.7287, Point Dume Mobile Home Park , Los Angeles , CA,19
5592.7422,1584.3932, Agoura Hills , Los Angeles , CA,19
6214.7035,2038.8212, Desert View Highlands , Los Angeles , CA,19
6148.3127,2069.0975, Rancho Vista , Los Angeles , CA,19
6536.3804,1931.05, Country Mobile Estates , Los Angeles , CA,19
6112.4805,1518.2876, Angelino Heights , Los Angeles , CA,19
6104.1482,1405.2359, Avalon Gardens , Los Angeles , CA,19
6126.9261,1441.902, Pueblo Del Rio Public Housing , Los Angeles , CA,19
6614.7185,1755.2234, Johnson Corner , Los Angeles , CA,19
6036.3697,1337.4582, Alondra Park , Los Angeles , CA,19
6475.5483,1563.0069, Citrus , Los Angeles , CA,19
5991.9227,1442.1779, Ladera Heights , Los Angeles , CA,19
6357.4886,1563.0065, Mayflower Village , Los Angeles , CA,19
6096.6488,1341.9035, West Rancho Dominguez , Los Angeles , CA,19
6064.9807,1389.4022, Westmont , Los Angeles , CA,19
6398.879,1499.6756, West Puente Valley , Los Angeles , CA,19
6112.2044,1364.9589, Willowbrook , Los Angeles , CA,19
6039.7017,1436.0677, Dorset Village , Los Angeles , CA,19
6207.7616,1490.2326, Maravilla Housing Project , Los Angeles , CA,19
6283.0414,1623.8378, Kinneloa Mesa , Los Angeles , CA,19
5895.2489,1871.328, Canyon Country , Los Angeles , CA,19
6549.4361,1953.8269, Llano , Los Angeles , CA,19
6023.3881,1558.832, Outpost Estates , Los Angeles , CA,19
6235.8881,2194.3876,46Villa Mobile Home Park , Los Angeles , CA,19
6196.7214,1932.9987, Stallion Meadow Mobile Home Park , Los Angeles , CA,19
6043.3881,1521.0543, Larchmont Village , Los Angeles , CA,19
6210.6103,1225.4987, Rose Park , Los Angeles , CA,19
5874.106,1640.0567, Lake Balboa , Los Angeles , CA,19
5986.673,1214.8747, Palos Verdes Peninsula , Los Angeles , CA,19
6371.78,1621.1357, Cloverleaf Canyon , Los Angeles , CA,19
4174.3283,4524.3328, Fairmead , Madera , CA,20
4256.8369,4328.5009, La Vina , Madera , CA,20
4092.934,4587.6648, Minturn , Madera , CA,20
4311.284,4299.3338, Ripperdan , Madera , CA,20
4056.8254,4466.2776, Dairyland , Madera , CA,20
4672.9635,4576.2802, O'Neals , Madera , CA,20
4833.2493,4719.3338, Bass Lake Annex , Madera , CA,20
4760.1858,4804.8862, Old Corral , Madera , CA,20
4165.4425,4400.4451, Bonita , Madera , CA,20
4385.1704,4567.1118, Daulton , Madera , CA,20
4592.1228,4685.1678, Fresno Crossing , Madera , CA,20
4248.2223,4459.0562, Notarb , Madera , CA,20
4237.3862,4545.9997, Sharon , Madera , CA,20
4213.7756,4488.2224, Berenda , Madera , CA,20
4641.0103,4813.4969, Ahwahnee , Madera , CA,20
4801.0231,4772.6652, Bass Lake , Madera , CA,20
4666.2936,4710.1674, Coarsegold , Madera , CA,20
4735.4615,4815.1636, Yosemite Forks , Madera , CA,20
4748.5228,4638.7796, Fine Gold , Madera , CA,20
4306.5594,4409.3343, Madera , Madera , CA,20
4717.9616,4775.9984, Oakhurst , Madera , CA,20
4107.1016,4570.9984, Chowchilla , Madera , CA,20
4634.3418,4852.1065, Nipinnawasee , Madera , CA,20
4872.9751,4679.0569, South Fork , Madera , CA,20
4732.9588,4889.0498, Sugar Pine , Madera , CA,20
4340.7281,4377.9453, Borden , Madera , CA,20
4883.5279,4797.3867, Central Camp , Madera , CA,20
4430.4556,4329.6124, Gregg , Madera , CA,20
4734.3566,4556.8361, Hildreth , Madera , CA,20
4634.9072,4498.5033, Indian Springs , Madera , CA,20
4379.8972,4339.0561, Irrigosa , Madera , CA,20
4273.7781,4495.1671, Kismet , Madera , CA,20
4493.2291,4667.945, Knowles , Madera , CA,20
4461.8388,4665.167, Raymond , Madera , CA,20
4348.2276,4422.1123, Storey , Madera , CA,20
4406.8427,4361.0012, Trigo , Madera , CA,20
4927.9767,4734.8885, Whisky Falls , Madera , CA,20
4260.7247,4379.0564, Italian Swiss Colony , Madera , CA,20
4080.9886,4599.3314,46Vista , Madera , CA,20
4912.1436,4678.5011, Cascadel Woods , Madera , CA,20
4663.5117,4818.7744, Ahwahnee Estates , Madera , CA,20
4687.1295,4659.0572, Indian Lakes Estates , Madera , CA,20
4374.6162,4491.0013, Lake Madera Country Estates , Madera , CA,20
4302.6689,4474.0564, Madera Country Club Estates , Madera , CA,20
4286.2796,4459.0565, Madera Highlands , Madera , CA,20
4351.5591,4509.3342, Valley Lake Ranchos , Madera , CA,20
4473.2339,4414.6134, Bonadelle Ranchos , Madera , CA,20
4569.0723,4407.9477, Bonadelle Ranchos Nine , Madera , CA,20
4485.7352,4379.0578, Madera Ranchos , Madera , CA,20
4381.5621,4446.0017, River Road Estates , Madera , CA,20
4569.6289,4351.281, Rolling Hills , Madera , CA,20
4550.1842,4311.8362,39River Estates , Madera , CA,20
4617.1303,4403.5038, Sumner Hill , Madera , CA,20
4344.3391,4395.1676, Parksdale , Madera , CA,20
4322.6719,4374.8896, Parkwood , Madera , CA,20
4594.624,4639.0572, Yosemite Lakes , Madera , CA,20
1841.7464,5352.3688, Alto , Marin , CA,21
1678.6803,5463.1994, Forest Knolls , Marin , CA,21
1842.5791,5396.5341, Greenbrae , Marin , CA,21
1703.4039,5461.2549, San Geronimo , Marin , CA,21
1882.3031,5389.312, San Quentin , Marin , CA,21
1722.8507,5348.4803, Stinson Beach , Marin , CA,21
1461.7252,5694.3057, Tomales , Marin , CA,21
1828.6871,5518.1973, Ignacio , Marin , CA,21
1521.7286,5557.0875, Millerton , Marin , CA,21
1484.2268,5596.2533, Reynolds , Marin , CA,21
1607.8433,5498.199, Tocaloma , Marin , CA,21
1660.9022,5392.6458, Woodville , Marin , CA,21
1829.5212,5486.2536, Marinwood , Marin , CA,21
1775.9047,5631.8056, San Antonio , Marin , CA,21
1680.9037,5357.3689, Bolinas , Marin , CA,21
1805.6322,5422.6445, San Anselmo , Marin , CA,21
1882.0263,5307.0925, Sausalito , Marin , CA,21
1797.5738,5555.4186, Novato , Marin , CA,21
1540.0627,5540.4211, Bivalve , Marin , CA,21
1861.7432,5558.196, Black Point , Marin , CA,21
1802.0173,5605.9729, Burdell , Marin , CA,21
1466.726,5613.7529, Cypress Grove , Marin , CA,21
1402.0002,5698.7502, Dillon Beach , Marin , CA,21
1902.0263,5345.4245, El Campo , Marin , CA,21
1461.4475,5722.6383, Fallon , Marin , CA,21
1609.5101,5449.0335, Five Brooks , Marin , CA,21
1544.5074,5511.8108, Inverness Park , Marin , CA,21
1621.455,5484.5881, Jewell , Marin , CA,21
1776.4638,5438.7552, Manor , Marin , CA,21
1913.97,5441.2547, McNears Beach , Marin , CA,21
1857.8581,5370.9794, Meadowsweet , Marin , CA,21
1822.3007,5354.0355, Mill Valley , Marin , CA,21
1668.6795,5509.5872, Nicasio , Marin , CA,21
1442.2801,5664.0291, Ocean Roar , Marin , CA,21
1579.2311,5488.7553, Olema , Marin , CA,21
1560.3414,5517.0882, Point Reyes Station , Marin , CA,21
1866.7478,5352.9244, Reed , Marin , CA,21
1842.0229,5446.5325, Santa Venetia , Marin , CA,21
1821.4677,5327.6474, Tamalpais Valley , Marin , CA,21
1425.3349,5667.3624, Vincent Landing , Marin , CA,21
1496.7276,5559.0322, Seahaven , Marin , CA,21
1808.9649,5475.4207, Lucas Valley , Marin , CA,21
